DexNum,Name,Type1,Type2,Ability1,Ability2,Ability3,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35
369,relicanth,water,rock,swift-swim,rock-head,sturdy,100,90,130,45,65,55,"['1', 'tackle']","['1', 'harden']","['5', 'water-gun']","['10', 'ancient-power']","['15', 'yawn']","['20', 'dive']","['25', 'take-down']","['30', 'aqua-tail']","['35', 'rest']","['40', 'flail']","['45', 'hydro-pump']","['50', 'double-edge']","['55', 'head-smash']",,,,,,,,,,,,,,,,,,,,,,
370,luvdisc,water,---,swift-swim,hydration,---,43,30,55,40,65,97,"['1', 'tackle']","['1', 'charm']","['1', 'tackle']","['1', 'charm']","['4', 'water-gun']","['4', 'water-gun']","['7', 'agility']","['7', 'agility']","['9', 'draining-kiss']","['13', 'wish']","['13', 'lucky-chant']","['17', 'water-pulse']","['17', 'water-pulse']","['20', 'attract']","['20', 'attract']","['22', 'draining-kiss']","['22', 'heart-stamp']","['26', 'flail']","['26', 'flail']","['31', 'sweet-kiss']","['31', 'sweet-kiss']","['34', 'take-down']","['34', 'take-down']","['37', 'baby-doll-eyes']","['37', 'captivate']","['40', 'aqua-ring']","['40', 'aqua-ring']","['42', 'soak']","['42', 'soak']","['46', 'hydro-pump']","['46', 'hydro-pump']","['49', 'safeguard']","['49', 'safeguard']",,
371,bagon,dragon,---,rock-head,sheer-force,---,45,75,60,40,30,50,"['1', 'leer']","['1', 'ember']","['5', 'bite']","['10', 'dragon-breath']","['15', 'headbutt']","['20', 'scary-face']","['25', 'crunch']","['31', 'dragon-claw']","['35', 'zen-headbutt']","['40', 'focus-energy']","['45', 'flamethrower']","['50', 'outrage']","['55', 'double-edge']",,,,,,,,,,,,,,,,,,,,,,
372,shelgon,dragon,---,rock-head,overcoat,---,65,95,100,60,50,50,"['0', 'protect']","['1', 'leer']","['1', 'bite']","['1', 'ember']","['1', 'dragon-breath']","['15', 'headbutt']","['20', 'scary-face']","['25', 'crunch']","['33', 'dragon-claw']","['39', 'zen-headbutt']","['46', 'focus-energy']","['53', 'flamethrower']","['60', 'outrage']","['67', 'double-edge']",,,,,,,,,,,,,,,,,,,,,
373,salamence,dragon,flying,intimidate,moxie,---,95,135,80,110,80,100,"['0', 'fly']","['1', 'leer']","['1', 'bite']","['1', 'ember']","['1', 'protect']","['1', 'dragon-breath']","['1', 'roost']","['1', 'dragon-tail']","['1', 'dual-wingbeat']","['15', 'headbutt']","['20', 'scary-face']","['25', 'crunch']","['33', 'dragon-claw']","['39', 'zen-headbutt']","['46', 'focus-energy']","['55', 'flamethrower']","['73', 'double-edge']",,,,,,,,,,,,,,,,,,
374,beldum,steel,psychic,clear-body,light-metal,---,40,55,80,35,60,30,"['1', 'tackle']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,metang,steel,psychic,clear-body,light-metal,---,60,75,100,55,80,50,"['0', 'confusion']","['0', 'metal-claw']","['1', 'tackle']","['1', 'bullet-punch']","['1', 'hone-claws']","['6', 'zen-headbutt']","['12', 'magnet-rise']","['18', 'flash-cannon']","['26', 'take-down']","['34', 'psychic']","['42', 'scary-face']","['50', 'meteor-mash']","['58', 'iron-defense']","['66', 'agility']","['74', 'hyper-beam']",,,,,,,,,,,,,,,,,,,,
376,metagross,steel,psychic,clear-body,light-metal,---,80,135,130,95,90,70,"['0', 'hammer-arm']","['1', 'tackle']","['1', 'confusion']","['1', 'metal-claw']","['1', 'bullet-punch']","['6', 'zen-headbutt']","['12', 'magnet-rise']","['16', 'flash-cannon']","['26', 'take-down']","['34', 'psychic']","['42', 'scary-face']","['52', 'meteor-mash']","['62', 'iron-defense']","['72', 'agility']","['82', 'hyper-beam']",,,,,,,,,,,,,,,,,,,,
377,regirock,rock,---,clear-body,sturdy,---,80,100,200,50,100,50,"['1', 'rock-throw']","['1', 'charge-beam']","['6', 'bulldoze']","['12', 'ancient-power']","['18', 'stomp']","['24', 'rock-slide']","['30', 'curse']","['36', 'iron-defense']","['42', 'hammer-arm']","['48', 'stone-edge']","['54', 'superpower']","['60', 'lock-on']","['66', 'zap-cannon']","['72', 'hyper-beam']","['78', 'explosion']",,,,,,,,,,,,,,,,,,,,
378,regice,ice,---,clear-body,ice-body,---,80,50,100,100,200,50,"['1', 'icy-wind']","['1', 'charge-beam']","['6', 'bulldoze']","['12', 'ancient-power']","['18', 'stomp']","['24', 'ice-beam']","['30', 'curse']","['36', 'amnesia']","['42', 'hammer-arm']","['48', 'blizzard']","['54', 'superpower']","['60', 'lock-on']","['66', 'zap-cannon']","['72', 'hyper-beam']","['78', 'explosion']",,,,,,,,,,,,,,,,,,,,
379,registeel,steel,---,clear-body,light-metal,---,80,75,150,75,150,50,"['1', 'metal-claw']","['1', 'charge-beam']","['6', 'bulldoze']","['12', 'ancient-power']","['18', 'stomp']","['24', 'flash-cannon']","['24', 'iron-head']","['30', 'curse']","['36', 'amnesia']","['36', 'iron-defense']","['42', 'hammer-arm']","['48', 'heavy-slam']","['54', 'superpower']","['60', 'lock-on']","['66', 'zap-cannon']","['72', 'hyper-beam']","['78', 'explosion']",,,,,,,,,,,,,,,,,,
380,latias,dragon,psychic,levitate,---,---,80,80,90,110,130,110,"['1', 'charm']","['1', 'stored-power']","['5', 'helping-hand']","['10', 'recover']","['15', 'confusion']","['20', 'tailwind']","['25', 'dragon-breath']","['30', 'wish']","['35', 'mist-ball']","['40', 'zen-headbutt']","['45', 'dragon-pulse']","['50', 'heal-pulse']","['55', 'reflect-type']","['60', 'psychic']","['65', 'guard-split']","['70', 'healing-wish']",,,,,,,,,,,,,,,,,,,
381,latios,dragon,psychic,levitate,---,---,80,90,80,130,110,110,"['1', 'dragon-dance']","['1', 'stored-power']","['5', 'helping-hand']","['10', 'recover']","['15', 'confusion']","['20', 'tailwind']","['25', 'dragon-breath']","['30', 'ally-switch']","['35', 'luster-purge']","['40', 'zen-headbutt']","['45', 'dragon-pulse']","['50', 'heal-pulse']","['55', 'simple-beam']","['60', 'psychic']","['65', 'power-split']","['70', 'memento']",,,,,,,,,,,,,,,,,,,
382,kyogre,water,---,drizzle,---,---,100,100,90,150,140,90,"['1', 'body-slam']","['1', 'scary-face']","['1', 'ancient-power']","['1', 'water-pulse']","['1', 'origin-pulse']","['9', 'aqua-tail']","['18', 'calm-mind']","['27', 'muddy-water']","['36', 'ice-beam']","['45', 'sheer-cold']","['54', 'aqua-ring']","['72', 'hydro-pump']","['81', 'double-edge']","['90', 'water-spout']",,,,,,,,,,,,,,,,,,,,,
383,groudon,ground,---,drought,---,---,100,150,140,100,90,90,"['1', 'scary-face']","['1', 'ancient-power']","['1', 'mud-shot']","['1', 'lava-plume']","['1', 'precipice-blades']","['9', 'earth-power']","['18', 'bulk-up']","['27', 'earthquake']","['36', 'hammer-arm']","['45', 'fissure']","['54', 'rest']","['72', 'fire-blast']","['81', 'solar-beam']","['90', 'eruption']",,,,,,,,,,,,,,,,,,,,,
384,rayquaza,dragon,flying,air-lock,---,---,105,150,90,150,90,95,"['1', 'scary-face']","['1', 'twister']","['1', 'ancient-power']","['1', 'air-slash']","['1', 'dragon-ascent']","['9', 'crunch']","['18', 'dragon-dance']","['27', 'extreme-speed']","['36', 'dragon-pulse']","['45', 'hyper-voice']","['54', 'rest']","['63', 'fly']","['72', 'hurricane']","['81', 'outrage']","['90', 'hyper-beam']",,,,,,,,,,,,,,,,,,,,
385,jirachi,steel,psychic,serene-grace,---,---,100,100,100,100,100,100,"['1', 'confusion']","['1', 'wish']","['7', 'swift']","['21', 'life-dew']","['28', 'zen-headbutt']","['35', 'gravity']","['42', 'psychic']","['49', 'meteor-mash']","['56', 'healing-wish']","['63', 'rest']","['70', 'future-sight']","['77', 'double-edge']","['84', 'cosmic-power']","['91', 'last-resort']","['98', 'doom-desire']",,,,,,,,,,,,,,,,,,,,
386,deoxys,psychic,---,pressure,---,---,50,150,50,150,50,150,"['1', 'wrap']","['1', 'leer']","['1', 'wrap']","['1', 'leer']","['7', 'night-shade']","['7', 'night-shade']","['13', 'teleport']","['13', 'teleport']","['19', 'knock-off']","['19', 'knock-off']","['25', 'psyshock']","['25', 'pursuit']","['31', 'psychic']","['31', 'psychic']","['37', 'gravity']","['37', 'snatch']","['43', 'skill-swap']","['43', 'psycho-shift']","['49', 'zen-headbutt']","['49', 'zen-headbutt']","['55', 'cosmic-power']","['55', 'cosmic-power']","['61', 'recover']","['61', 'recover']","['67', 'psycho-boost']","['67', 'psycho-boost']","['73', 'hyper-beam']","['73', 'hyper-beam']",,,,,,,
387,turtwig,grass,---,overgrow,shell-armor,---,55,68,64,45,55,31,"['1', 'tackle']","['1', 'tackle']","['5', 'withdraw']","['5', 'withdraw']","['9', 'absorb']","['9', 'absorb']","['13', 'razor-leaf']","['13', 'razor-leaf']","['17', 'curse']","['17', 'curse']","['21', 'bite']","['21', 'bite']","['25', 'mega-drain']","['25', 'mega-drain']","['29', 'leech-seed']","['29', 'leech-seed']","['33', 'synthesis']","['33', 'synthesis']","['37', 'crunch']","['37', 'crunch']","['41', 'giga-drain']","['41', 'giga-drain']","['45', 'leaf-storm']","['45', 'leaf-storm']",,,,,,,,,,,
388,grotle,grass,---,overgrow,shell-armor,---,75,89,85,55,65,36,"['1', 'tackle']","['1', 'absorb']","['1', 'withdraw']","['1', 'tackle']","['1', 'absorb']","['1', 'withdraw']","['5', 'withdraw']","['9', 'absorb']","['13', 'razor-leaf']","['13', 'razor-leaf']","['17', 'curse']","['17', 'curse']","['22', 'bite']","['22', 'bite']","['27', 'mega-drain']","['27', 'mega-drain']","['32', 'leech-seed']","['32', 'leech-seed']","['37', 'synthesis']","['37', 'synthesis']","['42', 'crunch']","['42', 'crunch']","['47', 'giga-drain']","['47', 'giga-drain']","['52', 'leaf-storm']","['52', 'leaf-storm']",,,,,,,,,
389,torterra,grass,ground,overgrow,shell-armor,---,95,109,105,75,85,56,"['0', 'earthquake']","['0', 'earthquake']","['1', 'tackle']","['1', 'absorb']","['1', 'razor-leaf']","['1', 'withdraw']","['1', 'wood-hammer']","['1', 'tackle']","['1', 'absorb']","['1', 'razor-leaf']","['1', 'earthquake']","['1', 'withdraw']","['1', 'wood-hammer']","['5', 'withdraw']","['9', 'absorb']","['13', 'razor-leaf']","['17', 'curse']","['17', 'curse']","['22', 'bite']","['22', 'bite']","['27', 'mega-drain']","['27', 'mega-drain']","['33', 'leech-seed']","['33', 'leech-seed']","['39', 'synthesis']","['39', 'synthesis']","['45', 'crunch']","['45', 'crunch']","['51', 'giga-drain']","['51', 'giga-drain']","['57', 'leaf-storm']","['57', 'leaf-storm']","['63', 'headlong-rush']",,
390,chimchar,fire,---,blaze,iron-fist,---,44,58,44,58,44,61,"['1', 'scratch']","['1', 'leer']","['1', 'scratch']","['1', 'leer']","['7', 'ember']","['7', 'ember']","['9', 'taunt']","['9', 'taunt']","['15', 'fury-swipes']","['15', 'fury-swipes']","['17', 'flame-wheel']","['17', 'flame-wheel']","['23', 'nasty-plot']","['23', 'nasty-plot']","['25', 'torment']","['25', 'torment']","['31', 'facade']","['31', 'facade']","['33', 'fire-spin']","['33', 'fire-spin']","['39', 'acrobatics']","['39', 'acrobatics']","['41', 'slack-off']","['41', 'slack-off']","['47', 'flamethrower']","['47', 'flamethrower']",,,,,,,,,
391,monferno,fire,fighting,blaze,iron-fist,---,64,78,52,78,52,81,"['0', 'mach-punch']","['0', 'mach-punch']","['1', 'scratch']","['1', 'leer']","['1', 'ember']","['1', 'scratch']","['1', 'leer']","['1', 'ember']","['1', 'mach-punch']","['7', 'ember']","['9', 'taunt']","['9', 'taunt']","['16', 'fury-swipes']","['16', 'fury-swipes']","['19', 'flame-wheel']","['19', 'flame-wheel']","['26', 'feint']","['26', 'feint']","['29', 'torment']","['29', 'torment']","['36', 'close-combat']","['36', 'close-combat']","['39', 'fire-spin']","['39', 'fire-spin']","['46', 'acrobatics']","['46', 'acrobatics']","['49', 'slack-off']","['49', 'slack-off']","['56', 'flare-blitz']","['56', 'flare-blitz']",,,,,
392,infernape,fire,fighting,blaze,iron-fist,---,76,104,71,104,71,108,"['0', 'close-combat']","['0', 'close-combat']","['1', 'scratch']","['1', 'leer']","['1', 'ember']","['1', 'mach-punch']","['1', 'scratch']","['1', 'leer']","['1', 'ember']","['1', 'mach-punch']","['1', 'taunt']","['1', 'close-combat']","['1', 'flare-blitz']","['7', 'ember']","['9', 'taunt']","['16', 'fury-swipes']","['16', 'fury-swipes']","['19', 'flame-wheel']","['19', 'flame-wheel']","['26', 'feint']","['26', 'feint']","['29', 'torment']","['29', 'punishment']","['42', 'fire-spin']","['42', 'fire-spin']","['47', 'flare-blitz']","['52', 'acrobatics']","['52', 'acrobatics']","['58', 'calm-mind']","['58', 'calm-mind']","['65', 'raging-fury']","['68', 'flare-blitz']",,,
393,piplup,water,---,torrent,competitive,---,53,51,53,61,56,40,"['1', 'pound']","['1', 'pound']","['4', 'growl']","['4', 'growl']","['8', 'water-gun']","['8', 'bubble']","['11', 'charm']","['11', 'water-sport']","['15', 'peck']","['15', 'peck']","['18', 'bubble-beam']","['18', 'bubble-beam']","['22', 'swagger']","['22', 'bide']","['25', 'fury-attack']","['25', 'fury-attack']","['29', 'brine']","['29', 'brine']","['32', 'whirlpool']","['32', 'whirlpool']","['36', 'mist']","['36', 'mist']","['39', 'drill-peck']","['39', 'drill-peck']","['43', 'hydro-pump']","['43', 'hydro-pump']",,,,,,,,,
394,prinplup,water,---,torrent,competitive,---,64,66,68,81,76,50,"['0', 'metal-claw']","['0', 'metal-claw']","['1', 'tackle']","['1', 'growl']","['1', 'water-gun']","['1', 'tackle']","['1', 'growl']","['1', 'bubble']","['1', 'metal-claw']","['4', 'growl']","['8', 'bubble']","['11', 'water-sport']","['15', 'peck']","['15', 'peck']","['19', 'bubble-beam']","['19', 'bubble-beam']","['24', 'swagger']","['24', 'bide']","['28', 'fury-attack']","['28', 'fury-attack']","['33', 'brine']","['33', 'brine']","['37', 'whirlpool']","['37', 'whirlpool']","['42', 'mist']","['42', 'mist']","['46', 'drill-peck']","['46', 'drill-peck']","['50', 'hydro-pump']","['50', 'hydro-pump']",,,,,
395,empoleon,water,steel,torrent,competitive,---,84,86,88,111,101,60,"['0', 'aqua-jet']","['0', 'aqua-jet']","['1', 'tackle']","['1', 'growl']","['1', 'water-gun']","['1', 'metal-claw']","['1', 'tackle']","['1', 'growl']","['1', 'bubble']","['1', 'metal-claw']","['1', 'aqua-jet']","['4', 'growl']","['8', 'bubble']","['11', 'swords-dance']","['11', 'swords-dance']","['15', 'peck']","['15', 'peck']","['19', 'bubble-beam']","['19', 'bubble-beam']","['24', 'swagger']","['24', 'swagger']","['28', 'fury-attack']","['28', 'fury-attack']","['33', 'brine']","['33', 'brine']","['39', 'whirlpool']","['39', 'whirlpool']","['46', 'mist']","['46', 'mist']","['52', 'drill-peck']","['52', 'drill-peck']","['59', 'hydro-pump']","['59', 'hydro-pump']","['66', 'wave-crash']",
396,starly,normal,flying,keen-eye,reckless,---,40,55,30,30,30,60,"['1', 'tackle']","['1', 'growl']","['1', 'tackle']","['1', 'growl']","['5', 'quick-attack']","['5', 'quick-attack']","['9', 'wing-attack']","['9', 'wing-attack']","['13', 'double-team']","['13', 'double-team']","['17', 'endeavor']","['17', 'endeavor']","['21', 'whirlwind']","['21', 'whirlwind']","['25', 'aerial-ace']","['25', 'aerial-ace']","['29', 'take-down']","['29', 'take-down']","['33', 'agility']","['33', 'agility']","['37', 'brave-bird']","['37', 'brave-bird']","['41', 'final-gambit']","['41', 'final-gambit']",,,,,,,,,,,
397,staravia,normal,flying,intimidate,reckless,---,55,75,50,40,40,80,"['1', 'tackle']","['1', 'growl']","['1', 'quick-attack']","['1', 'tackle']","['1', 'growl']","['1', 'quick-attack']","['5', 'quick-attack']","['9', 'wing-attack']","['9', 'wing-attack']","['13', 'double-team']","['13', 'double-team']","['18', 'endeavor']","['18', 'endeavor']","['23', 'whirlwind']","['23', 'whirlwind']","['28', 'aerial-ace']","['28', 'aerial-ace']","['33', 'take-down']","['33', 'take-down']","['38', 'agility']","['38', 'agility']","['43', 'brave-bird']","['43', 'brave-bird']","['48', 'final-gambit']","['48', 'final-gambit']",,,,,,,,,,
398,staraptor,normal,flying,intimidate,reckless,---,85,120,70,50,60,100,"['0', 'close-combat']","['0', 'close-combat']","['1', 'wing-attack']","['1', 'tackle']","['1', 'growl']","['1', 'quick-attack']","['1', 'wing-attack']","['1', 'tackle']","['1', 'growl']","['1', 'quick-attack']","['1', 'close-combat']","['5', 'quick-attack']","['9', 'wing-attack']","['13', 'double-team']","['13', 'double-team']","['18', 'endeavor']","['18', 'endeavor']","['23', 'whirlwind']","['23', 'whirlwind']","['28', 'aerial-ace']","['28', 'aerial-ace']","['33', 'take-down']","['33', 'take-down']","['41', 'agility']","['41', 'agility']","['49', 'brave-bird']","['49', 'brave-bird']","['57', 'final-gambit']","['57', 'final-gambit']",,,,,,
399,bidoof,normal,---,simple,unaware,moody,59,45,40,35,40,31,"['1', 'tackle']","['1', 'growl']","['5', 'defense-curl']","['9', 'rollout']","['13', 'headbutt']","['17', 'hyper-fang']","['21', 'yawn']","['25', 'crunch']","['29', 'take-down']","['33', 'super-fang']","['37', 'swords-dance']","['41', 'amnesia']","['45', 'superpower']","['49', 'curse']",,,,,,,,,,,,,,,,,,,,,
400,bibarel,normal,water,simple,unaware,moody,79,85,60,55,60,71,"['0', 'water-gun']","['1', 'tackle']","['1', 'growl']","['1', 'water-gun']","['1', 'aqua-jet']","['1', 'rototiller']","['5', 'defense-curl']","['9', 'rollout']","['13', 'headbutt']","['18', 'hyper-fang']","['23', 'yawn']","['28', 'crunch']","['33', 'take-down']","['38', 'super-fang']","['43', 'swords-dance']","['48', 'amnesia']","['53', 'superpower']","['58', 'curse']",,,,,,,,,,,,,,,,,
401,kricketot,bug,---,shed-skin,run-away,---,37,25,41,25,41,25,"['1', 'tackle']","['1', 'growl']","['1', 'growl']","['1', 'bide']","['6', 'struggle-bug']","['6', 'struggle-bug']","['16', 'bug-bite']","['16', 'bug-bite']",,,,,,,,,,,,,,,,,,,,,,,,,,,
402,kricketune,bug,---,swarm,technician,---,77,85,51,55,51,65,"['0', 'fury-cutter']","['0', 'fury-cutter']","['1', 'tackle']","['1', 'growl']","['1', 'growl']","['1', 'bide']","['1', 'fury-cutter']","['14', 'absorb']","['14', 'absorb']","['18', 'sing']","['18', 'sing']","['22', 'focus-energy']","['22', 'focus-energy']","['26', 'slash']","['26', 'slash']","['30', 'x-scissor']","['30', 'x-scissor']","['34', 'screech']","['34', 'screech']","['36', 'fell-stinger']","['36', 'fell-stinger']","['38', 'taunt']","['38', 'taunt']","['42', 'night-slash']","['42', 'night-slash']","['44', 'sticky-web']","['44', 'sticky-web']","['46', 'bug-buzz']","['46', 'bug-buzz']","['50', 'perish-song']","['50', 'perish-song']",,,,
403,shinx,electric,---,rivalry,intimidate,guts,45,65,34,40,34,45,"['1', 'tackle']","['1', 'leer']","['4', 'thunder-shock']","['8', 'charge']","['12', 'bite']","['16', 'spark']","['20', 'roar']","['24', 'volt-switch']","['28', 'scary-face']","['32', 'thunder-wave']","['36', 'crunch']","['40', 'discharge']","['44', 'swagger']","['48', 'wild-charge']",,,,,,,,,,,,,,,,,,,,,
404,luxio,electric,---,rivalry,intimidate,guts,60,85,49,60,49,60,"['1', 'tackle']","['1', 'leer']","['1', 'thunder-shock']","['1', 'charge']","['12', 'bite']","['18', 'spark']","['24', 'roar']","['31', 'volt-switch']","['36', 'scary-face']","['42', 'thunder-wave']","['48', 'crunch']","['54', 'discharge']","['60', 'swagger']","['68', 'wild-charge']",,,,,,,,,,,,,,,,,,,,,
405,luxray,electric,---,rivalry,intimidate,guts,80,120,79,95,79,70,"['1', 'tackle']","['1', 'leer']","['1', 'thunder-shock']","['1', 'charge']","['1', 'electric-terrain']","['12', 'bite']","['18', 'spark']","['24', 'roar']","['33', 'volt-switch']","['40', 'scary-face']","['48', 'thunder-wave']","['56', 'crunch']","['64', 'discharge']","['72', 'swagger']","['80', 'wild-charge']",,,,,,,,,,,,,,,,,,,,
406,budew,grass,poison,natural-cure,poison-point,leaf-guard,40,30,35,50,70,55,"['1', 'absorb']","['1', 'growth']","['1', 'stun-spore']","['1', 'worry-seed']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,roserade,grass,poison,natural-cure,poison-point,technician,60,70,65,125,105,90,"['1', 'poison-sting']","['1', 'absorb']","['1', 'mega-drain']","['1', 'leech-seed']","['1', 'growth']","['1', 'stun-spore']","['1', 'petal-dance']","['1', 'toxic']","['1', 'giga-drain']","['1', 'sweet-scent']","['1', 'synthesis']","['1', 'ingrain']","['1', 'aromatherapy']","['1', 'magical-leaf']","['1', 'worry-seed']","['1', 'toxic-spikes']","['1', 'petal-blizzard']","['1', 'grassy-terrain']","['1', 'venom-drench']",,,,,,,,,,,,,,,,
408,cranidos,rock,---,mold-breaker,sheer-force,---,67,125,40,30,30,58,"['1', 'headbutt']","['1', 'leer']","['1', 'headbutt']","['1', 'leer']","['6', 'focus-energy']","['6', 'focus-energy']","['10', 'rock-smash']","['10', 'pursuit']","['15', 'take-down']","['15', 'take-down']","['19', 'scary-face']","['19', 'scary-face']","['24', 'assurance']","['24', 'assurance']","['28', 'slam']","['28', 'chip-away']","['33', 'ancient-power']","['33', 'ancient-power']","['37', 'zen-headbutt']","['37', 'zen-headbutt']","['42', 'screech']","['42', 'screech']","['46', 'head-smash']","['46', 'head-smash']",,,,,,,,,,,
